QUESTION	QUESTION-ALIGNMENT	CHOICE 1	CHOICE 2	CHOICE 3	CHOICE 4	CORRECT CHOICE	RELEVANT TABLE	RELEVANT ROW	RELEVANT COL
"Which animal weighs, on average, less than 1 kilogram?"	"1,2"	Nilgai	Babirusa	Least chipmunk	Hair Monkey	3	monarch-65	1012	1
"A Least chipmunk weighs, on average, _______ kilograms."	"0,1,2,3"	8	less than 1	425	115	2	monarch-65	1012	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Agile gibbon	Bharal	Rufous 'rat'-kangaroo	Pink fairy armadillo	4	monarch-65	1013	1
"A pink fairy armadillo weighs, on average, _______ kilograms."	"0,1,2,3"	100000	10	3	less than 1	4	monarch-65	1013	3
"An animal weighing less than 1 kilogram, on average, is _______"	"0,1,2,3"	Short-nosed elephant shrew	Maxwell's duiker	Hoffmann's two-toed sloth	Blue duiker	1	monarch-65	1014	1
"A Short-nosed elephant shrew weighs, on average _______ kilograms."	"0,1,2,3"	9	less than 1	8	2	2	monarch-65	1014	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Nilgiri tahr	Pen-tailed tree shrew	Goitered gazelle	Seven-banded armadillo	2	monarch-65	1015	1
"A pale spear-nosed bat weighs, on average, _______ kilograms."	"1,2,3"	1250	less than 1	2	35	2	monarch-65	1016	3
"A(n) _______ weighs, on average, less than 1 kilograms."	"0,1,2,3"	Red-flanked duiker	Siberian musk deer	Black spider monkey	Red-tailed phascogale	4	monarch-65	1017	1
"What does the red-tailed phascogale weigh, on average, in kilograms?"	"1,3"	Less than 1	1	2	7	1	monarch-65	1017	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	New Zealand sea lion	Typical striped grass mouse	Andean hairy armadillo	Fat mouse	2	monarch-65	1018	1
"How many kilograms does a Typical striped grass mouse weigh, on an average?"	"1,2,3"	280	23	76	less than 1	4	monarch-65	1018	3
"A _______ weighs, on average, less than 1 kilogram."	"0,1,2,3"	Sloth bear	Leschenault's rousette	Fringed myotis	Merriam's kangaroo rat	4	monarch-65	1019	1
"A merriam's kangaroo rat weighs, on average, _______ kilograms."	"0,1,2,3"	5	2	less than 1	1	3	monarch-65	1019	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Fallow deer	Brazilian tapir	California mouse	Ringed seal	3	monarch-65	1020	1
"A California mouse weighs, on average, _______ kilograms."	"0,1,2,3"	38	12	less than 1	5	3	monarch-65	1020	3
"A _______ weighs, on average, less than 1 kilograms."	"0,1,2,3"	Brush rabbit	Musky rat kangaroo	Swamp antechinus	Pygmy gliding possum	3	monarch-65	1021	1
"What does the swamp antechnius weigh, on average, in kilograms?"	"1,3"	Less than 1	1	7	8	1	monarch-65	1021	3
Which animal on average weighs less than 1 kilogram?	"2,3"	Orangutan	Black flying fox	Jamaican fruit-eating bat	Beech marten	3	monarch-65	1022	1
"A Jamaican fruit-eating bat weighs, on average, _______ kilograms."	"0,1,2,3"	10	3	1	less than 1	4	monarch-65	1022	3
"Which animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Lion	Crab-eating raccoon	Fisher	Panamanian spiny pocket mouse	4	monarch-65	1023	1
"A Panamanian spiny pocket mouse weighs, on average, _______ kilograms."	"0,1,2,3"	2	less than 1	1	5	2	monarch-65	1023	3
How much in kilograms does a dusky antechinus usually weigh?	"0,1,2,3"	23	less than 1	2	1	2	monarch-65	1024	3
"How many kilograms, on average, does a Prairie vole weigh?"	"0,1,2,3"	less than 1	2	10	84	1	monarch-65	1025	3
"Which creature weighs, on average, less than 1 kilogram?"	"1,2,3"	Guatemalan deer mouse	Tree hyrax	Crowned lemur	Blanford's fox	1	monarch-65	1026	1
What is the average weight of a Guatemalan deer mouse in kilograms?	"1,2,3"	less than 1	3	4	15	1	monarch-65	1026	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2,3"	Raccoon Dog	Six-banded armadillo	Brandit's vole	Black-bellied hamster	3	monarch-65	1027	1
"A Brandt's vole weighs, on average, _______ kilograms."	"0,1,2,3"	33	10	3	less than 1	4	monarch-65	1027	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Common raccoon	Dormouse possum	Southern reedbuck	Argali	2	monarch-65	1028	1
How many kilograms does a Dormouse possum weigh on average?	"0,1,2,3"	Less than 1	3	9	360	1	monarch-65	1028	3
"Which one of the following animals weighs, on an average, less than 1 kilograms?"	"0,1,2,3"	Short-eared elephant shrew	Amazon dolphin	New Zealand sea lion	Thomson's gazelle	1	monarch-65	1029	1
"How many kilograms, on average, does a Short-eared elephant shrew weigh?"	"0,1,2,3"	less than 1	1	3	4	1	monarch-65	1029	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Red-flanked duiker	Three-banded armadillo	Fat-tailed gerbil	New England cottontail rabbit	3	monarch-65	1030	1
Fat-tailed gerbil weigh _______ kilograms on average.	"1,2,3"	22	30	less than 1	3	3	monarch-65	1030	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2,3"	Red-flanked duiker	Matschie's tree kangaroo	Northern hopping mouse	Red-bellied lemur	3	monarch-65	1031	1
The adult Northern hopping mouse weighs about _______ kilograms	"1,2,3"	Less than 1	2	5	10	1	monarch-65	1031	3
Which animal weighs less than 1 kilogram on average?	"2,3"	Grison	Greater false vampire bat	Yellow-bellied marmot	North American porcupine	2	monarch-65	1032	1
"In kilograms, how much does a Greater false vampire bat weigh on average?"	"0,1,2,3"	6	4	2	less than 1	4	monarch-65	1032	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2,3"	Dobson's long-tailed tenrec	White-tailed deer	Bay duiker	Margay	1	monarch-65	1033	1
"How many kilograms, on average, does a Dobson's long-tailed tenrec weigh?"	"0,1,2,3"	less than 1	6	24	46	1	monarch-65	1033	3
"A _______ weighs, on average, less than 1 kilogram."	"0,1,2,3"	Preuss's monkey	Pallas's long-tongued bat	Guinea multimammate mouse	Tree hyrax	3	monarch-65	1034	1
"On average, how many kilograms does a guinea multimammate mouse weigh?"	"0,1,2,3"	3	less than 1	1	5	2	monarch-65	1034	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Woolley's pseudantechinus	Takin	Antilopine wallaroo	Nabarlek	1	monarch-65	1035	1
How many kilograms does a Woolley's pseudantechinus weigh on average?	"0,1,2,3"	2	5	6	less than 1	4	monarch-65	1035	3
"Which creature weighs, on average, less than 1 kilogram?"	"1,2,3"	Silver mountain vole	Indian fox	Arabian tahr	Southern elephant seal	1	monarch-65	1036	1
"A Silver mountain vole weighs, on average, _______ kilogram."	"0,1,2,3"	4	3	2	less than 1	4	monarch-65	1036	3
"A(n) _______ weighs, on average, less than 1 kilograms."	"0,1,2,3"	Wolverine	Woolly spider monkey or muriqui	Greater Egyptian gerbil	Mountain brush-tailed possum	3	monarch-65	1037	1
"A Greater Egyptian gerbil weighs, on average, _______ kilograms."	"0,1,2,3"	175	120	less than 1	15	3	monarch-65	1037	3
A _______ weighs on average less than 1 kilogram.	"0,1,2,3"	Cheetah	Long-tailed vole	Northern river otter	Large-spotted genet	2	monarch-65	1038	1
"A long-tailed vole weighs, on average, _______ kilograms."	"0,1,2,3"	180	less than 1	4	22	2	monarch-65	1038	3
"How many kilograms does a Fresno kangaroo rat weigh, on average?"	"0,1,2,3"	1	less than 1	6	7	2	monarch-65	1039	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2,3"	Bonnet macaque	Australian hopping mouse	African elephant	New Zealand sea lion	2	monarch-65	1040	1
The Australian Hopping Mouse  has an average weight of _______ kilograms.	"1,2,3"	2	Less than 1	120	1	2	monarch-65	1040	3
A _______ usually weighs less than 1 kilogram?	"0,2,3"	Porcupine	New York City rat	Skunk	Cloudy short-tailed opossum	4	monarch-65	1041	1
"A cloudy short-tailed opossum weighs, on average _______ kilograms"	"0,1,2,3"	less than 1	1	9	62	1	monarch-65	1041	3
"What weighs, on average, less than 1 kilogram?"	"1,2"	Javan rhinoceros	Hooded Seal	Wild Cat	Sundevall's jird	4	monarch-65	1042	1
"On average, what is the weight in kilograms for a Sundevall's jird?"	"0,1,2,3"	10	7	2	Less than 1	4	monarch-65	1042	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Ganges dolphin	Cape porcupine	European free-tailed bat	Irrawaddy dolphin	3	monarch-65	1043	1
What is the average weight of a European free-tailed bat?	"1,2"	Less than 1 kilogram	1 kilogram	3 klograms	250 kilograms	1	monarch-65	1043	3
"Which creature weighs, on average, less than 1 kilogram?"	"1,2,3"	Naked mole-rat	Sun bear	Crested rat	New Guinea spiny bandicoot	1	monarch-65	1044	1
"What does the naked mole rat weigh, on average, in kilograms?"	"1,3"	1	Less than 1	2	11	2	monarch-65	1044	3
What animal weighs an average of less than 1 kilogram?	"1,2,3"	Brush-tailed possum	Raccoon dog	Red-cheeked dunnart	Sika deer	3	monarch-65	1045	1
"A Red-checked dunnart weighs, on average, _______ kilograms."	"0,1,2,3"	less than 1	123	9	3	1	monarch-65	1045	3
A fawn antechinus typically weighs _______ kilogram(s).	"0,1,2,3"	30	"100,000"	2	less than 1	4	monarch-65	1046	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Lynx	Black duiker	Caribou	Fat-tailed marsupial mouse	4	monarch-65	1047	1
"What does the fat-tailed marsupial mouse weigh, on average, in kilograms?"	"1,2"	Less than 1	1	2	3	1	monarch-65	1047	3
"A(n) _______ weighs, on average, less than 1 kilograms."	"0,1,2,3"	Korean field mouse	Gray cuscus	Indian spotted chevrotain	Golden lion tamarin	1	monarch-65	1048	1
"On average, how many kilograms does a Korean field mouse weight?"	"0,1,2,3"	less than 1	8	5	2	1	monarch-65	1048	3
"Which one of the following animals weighs, on an average, less than 1 kilograms?"	"1,2,3"	Four-horned antelope	Tufted deer	Vampire bat	Lion	3	monarch-65	1049	1
"How many kilograms, on average, does a Vampire bat weigh?"	"0,1,2,3"	less than 1	62	1	213	1	monarch-65	1049	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2"	Oribi	African civet	Western heather vole	Pere David's deer	3	monarch-65	1050	1
"How many kilograms does a Western heather vole weigh, on average?"	"0,1,2,3"	4	11	164	less than 1	4	monarch-65	1050	3
What animal weighs on average less than 1 kilogram?	"1,2,3"	African water rat	South African fur seal	Northern grasshopper mouse	Red kangaroo	3	monarch-65	1051	1
"What does the Northern grasshopper mouse weigh, on average, in kilograms?"	"1,3"	Less than 1	1	3	4	1	monarch-65	1051	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2"	Lynx	Marsh Mongoose	Noisy night monkey	Florida mouse	4	monarch-65	1052	1
"On average, how many kilograms does a Florida mouse weigh?"	"0,1,2,3"	3178	less than 1	1	27	2	monarch-65	1052	3
What animal weighs less than 1 kilogram on average?	"1,2,3"	Little red kaluta	Blue monkey	Markhor	Gerenuk	1	monarch-65	1053	1
"A Little red kaluta weighs, on average, _______ kilogram."	"0,1,2,3"	50	less than 1	27	20	2	monarch-65	1053	3
Which animal weighs less than 1 kilogram?	"1,2,3"	Mongolian jird	Grey red-backed vole	Paca	Blue whale	2	monarch-65	1054	1
"What does the grey red-backed vole weigh, on average, in kilograms?"	"1,3"	54	33	Less than 1	1	3	monarch-65	1054	3
Long-tailed pygmy possums weigh how many kilograms?	"1,2,3"	21	3	16	less than 1	4	monarch-65	1055	3
"Which one of the following animals weighs, on an average, less than 1 kilograms?"	"0,1,2,3"	Lesser Egyptian gerbil	Patas monkey	Vicugna	Harp seal	1	monarch-65	1056	1
"How many kilograms, on average, does a Lesser Egyptian gerbil weigh?"	"0,1,2,3"	less than 1	1	8	26	1	monarch-65	1056	3
"A _______ weighs, on average, less than 1 kilogram."	"0,1,2,3"	Nathusius's pipistrelle	Tullberg's rock rat	Side-striped jackal	Grison	2	monarch-65	1057	1
"How many kilograms, on average, does a Tullberg's rock rat weigh?"	"0,1,2,3"	less than 1	5600	8	1	1	monarch-65	1057	3
"A _______ weighs, on average, less than 1 kilograms."	"0,1,2,3"	Congo rope squirrel	Yellow-necked mouse	Savanna gerbil	Tuan	2	monarch-65	1058	1
The averge amount of kilograms of weight for a Yellow-necked mouse would be _______.	"1,2,3"	4	1	9	less than 1	1	monarch-65	1058	3
"Which creature weighs, on average, less than 1 kilogram?"	"1,2,3"	Pencil-tailed tree mouse	Moose	La Plata three-banded armadillo	Spanish ibex	1	monarch-65	1059	1
What is the average weight of a pencil-tailed tree mouse?	"1,2"	Less than 1 kilogram	1 kilogram	2 kilograms	6 kilograms	1	monarch-65	1059	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Sea otter	Bharal	Fraser's dolphin	Mouse-eared bat	4	monarch-65	1060	1
"What does the mouse-eared bat weigh, on average, in kilograms?"	"1,3"	Less than 1	1	2	8	1	monarch-65	1060	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Dibatag	Mantled howler monkey	Sandstone marsupial mouse	none of the above	3	monarch-65	1061	1
"What does the sandstone marsupial mouse weigh, on average, in kilograms?"	"1,3"	Less than 1	3	7	50	1	monarch-65	1061	3
"What animal weighs, on average, less than 1 kilogram?"	"1,2,3"	Guanaco	Hanuman langur	Noctule	Chital	3	monarch-65	1062	1
"A Noctule weighs, on average, _______ kilogram."	"0,1,2,3"	360	160	155	less than 1	4	monarch-65	1062	3
"A _______ weighs, on average, less than 1 kilogram."	"0,1,2,3"	Leeser hairy armadillo	Common vole	Brandt's bat	Philippine pygmy fruit bat	2	monarch-65	1064	1
"How many kilograms does a Common vole weigh, on average?"	"0,1,2,3"	1	less than 1	6	8	2	monarch-65	1064	3
"A _______ weighs, on average, less than 1 kilograms"	"0,1,2,3"	Sambar	Yak	Island gray fox	Hazel dormouse	4	monarch-65	1065	1
"How many kilograms, on average, does a Hazel dormouse weigh?"	"0,1,2,3"	less than 1	1	33	215	1	monarch-65	1065	3
"Which of these weighs, on average, less than 1 kilogram?"	"1,2,3"	Eastern heather vole	Bushbuck	Black rhinoceros	Potto	1	monarch-65	1066	1
"An Eastern heather vole weighs, on average, _______ kilograms"	"0,1,2,3"	less than 1	3	9	230	1	monarch-65	1066	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2,3"	Lynx	Southern bog lemming	Killer whale	Potoroo	2	monarch-65	1067	1
"How many kilograms does the Southern bog lemming weigh, on average?"	"1,2,3"	73	2	Less than 1	230	3	monarch-65	1067	3
An animal that weighs less than 1 kilogram is named _______	"0,1,2,3"	Japanese dormouse	Douc langur	Natal duiker	Bennett's tree kangaroo	1	monarch-65	1068	1
"A Japanese dormouse weighs, on average, _______ kilograms?"	"0,1,2,3"	less than 1	3	5	9	1	monarch-65	1068	3
"Which creature weighs, on average, less than 1 kilogram?"	"1,2,3"	Forest dormouse	Black-bellied hamster	Angolan colobus	Mule deer	1	monarch-65	1069	1
"How many kilograms does a Forest dormouse weigh, on average?"	"0,1,2,3"	275	16	2	less than 1	4	monarch-65	1069	3
"What animal weighs, on average, less than 1 kilograms?"	"1,2,3"	Rufous hare-wallaby	Murine mouse opossum	Gray whale	Coyote	2	monarch-65	1070	1
"How many kilograms does a Murine mouse opossum weigh, on average?"	"0,1,2,3"	45	35	10	less than 1	4	monarch-65	1070	3
"A Woodland vole weighs, on average, _______ kilograms."	"0,1,2,3"	31	1	less than 1	2	3	monarch-65	1071	3
"Which of these animals weighs, on average, less than 1 kilogram?"	"0,1,2,3"	Barbary striped grass mouse	Giraffe	Pigtail macaque	Little spotted cat	1	monarch-65	1072	1
What is the average weight of a barbary striped grass mouse in kilograms?	"0,1,2,3"	less than 1	4	9	12	1	monarch-65	1072	3
"A _______ weighs, on average, less than 1 kilogram."	"0,1,2,3"	Yak	Southern water shrew	Fat mouse	Antilopine wallaroo	3	monarch-65	1073	1
"A Fat Mouse weighs, on average, _______ kilograms."	"0,1,2,3"	less than 1	2	3	6	1	monarch-65	1073	3
What animal weighs an average of less than 1 kilogram?	"1,2,3"	Papuan mountain wallaby	Japanese marten	Pinyon mouse	Cape porcupine	3	monarch-65	1074	1
"A Pinyon mouse weighs, on average, _______ kilogram."	"0,1,2,3"	50	46	24	less than 1	4	monarch-65	1074	3
"A(n) _______ weighs, on average, less than 1 kilograms."	"0,1,2,3"	Black rhinoceros	Wood lemming	Kiang	Mantled howler monkey	2	monarch-65	1075	1
"How many kilograms does a wood lemming, on average, weigh?"	"0,1,2,3"	less than 1	1	3	24	1	monarch-65	1075	3
Which of the following animals weighs the least?	1	Fish-eating bat	West Caucasian tur	Ground cuscus	Pacific white-sided dolphin	1	monarch-65	1076	1
"A fish-eating bat weighs, on average, _______ kilograms."	"0,1,2,3"	84	35	less than 1	10	3	monarch-65	1076	3
"Which animal weighs, on average, less than 1 kilogram?"	"1,2"	Lion	Fluffy Glider	Yellow Mongoose	Woodland jumping mouse	4	monarch-65	1077	1
"What does the woodland jumping mouse weigh, on average, in kilograms?"	"1,3"	Less than 1	1	8	13	1	monarch-65	1077	3
"An animal weighing less than 1 kilogram, on average, is the _______"	"0,1,2,3"	Woylie	Haitian solenodon	Brush rabbit	Cactus mouse	4	monarch-65	1078	1
"A Cactus mouse weighs, on average, _______ kilogram."	"0,1,2,3"	475	less than 1	2	7	2	monarch-65	1078	3
"Which creature weighs, on average, less than 1 kilogram?"	"1,2,3"	Monito del monte	Hairy-rumpted agouti	Tayra	Mexican black howler monkey	1	monarch-65	1079	1
How much does a monito del monte usually weigh in kilograms?	"0,1,2,3"	less than 1	2	1	60	1	monarch-65	1079	3
Which animal has an average weight less than 1 kilogram?	"0,2,3"	New Guinean bandicoot	Red giant flying squirrel	Northern tamandua	Woodland dormouse	4	monarch-65	1080	1
What is the average weight in kilograms of a Woodland dormouse?	"0,1,2,3"	less than 1	9	10	166	1	monarch-65	1080	3
What animal weighs an average of less than 1 kilogram?	"1,2,3"	Bennett's tree kangaroo	Pygmy hog	New Zealand lesser short-tailed bat	Wild boar	3	monarch-65	1081	1
"A New Zealand lesser short-tailed bat weighs, on average, _______ kilogram."	"0,1,2,3"	24	19	less than 1	7	3	monarch-65	1081	3
"A(n) _______ weighs, on average, less than 1 kilograms."	"0,1,2,3"	Australian swamp rat	Hoary bat	Brown big-eared bat	Alpine shrew	2	monarch-65	1082	1
What is the average weight of a hoary bat?	"1,2"	Less than 1 kilogram.	3 kilograms.	22 kilograms.	38 kilograms.	1	monarch-65	1082	3
Which animal has an average weight of less than 1 kilogram?	"1,2"	Side-striped jackal	Kultarr	Diademed sifaka	Hodgson's giant flying squirrel	2	monarch-65	1083	1
How many kilograms does a Kultarr weigh on average?	"0,1,2,3"	Less than 1	14	32	73	1	monarch-65	1083	3
"Which of these weighs, on average, less than 1 kilogram?"	"0,1,2,3"	Banded linsang	Black rhinoceros	Dzhungarian hamster	Cheetah	3	monarch-65	1084	1
"How many kilograms, on average, does a Dzhungarian hamster weigh?"	"0,1,2,3"	less than 1	104	46	9	1	monarch-65	1084	3
What is the average weight of a greater horseshoe bat?	"1,2"	Less than 1 kilogram.	2 kilograms.	4 kilograms.	6 kilograms.	1	monarch-65	1085	1
What is the average weight of a greater horseshoe bat?	"1,2"	Less than 1 kilogram.	1 kilogram.	6 kilograms.	7 kilograms.	1	monarch-65	1085	3
